,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,clusters,cluster
12941,42,2,1,2,42,0,yellow
12942,28,1,28,1,14,0,yellow
12943,64,1,19,5,64,0,yellow
12944,150,1,30,0,150,1,red
12945,125,1,33,0,125,1,red
12946,87,2,10,9,87,0,yellow
12947,35,2,35,6,35,0,yellow
12948,14,1,12,0,14,0,yellow
12949,76,2,20,6,76,0,yellow
12950,67,1,39,2,67,0,yellow
12951,219,22,11,16,219,1,red
12952,32,1,32,1,16,0,yellow
12953,38,1,32,3,38,0,yellow
12954,51,2,28,1,51,0,yellow
12955,136,3,136,3,104,1,red
12956,52,0,26,0,52,0,yellow
12957,71,0,24,0,71,0,yellow
12958,62,1,23,0,62,0,yellow
12959,41,1,41,2,34,0,yellow
12960,119,2,119,0,76,1,red
12961,70,1,38,1,70,0,yellow
12962,30,0,30,0,7,0,yellow
12963,40,1,40,0,10,0,yellow
12964,64,1,27,1,64,0,yellow
12965,41,1,37,1,41,0,yellow
12966,40,1,40,0,32,0,yellow
12967,85,0,29,0,85,0,yellow
12968,154,1,37,0,154,1,red
12969,18,0,14,0,18,0,yellow
12970,52,1,52,0,35,0,yellow
12971,40,0,17,1,40,0,yellow
12972,33,1,33,0,28,0,yellow
12973,37,1,28,0,37,0,yellow
12974,31,1,31,1,21,0,yellow
12975,184,2,123,1,184,1,red
12976,37,0,31,2,37,0,yellow
12977,66,2,9,6,66,0,yellow
12978,32,1,26,2,32,0,yellow
12979,80,2,12,13,80,0,yellow
12980,56,2,24,15,56,0,yellow
12981,43,1,24,7,43,0,yellow
12982,48,0,30,3,48,0,yellow
12983,42,0,15,14,42,0,yellow
12984,71,1,71,2,70,0,yellow
12985,43,1,43,0,22,0,yellow
12986,55,1,16,1,55,0,yellow
12987,170,2,83,0,170,1,red
12988,86,1,71,3,86,0,yellow
12989,60,1,7,11,60,0,yellow
12990,103,4,22,2,103,0,yellow
12991,56,0,22,0,56,0,yellow
12992,43,0,23,0,43,0,yellow
12993,28,1,28,4,25,0,yellow
12994,40,1,26,3,40,0,yellow
12995,148,3,15,7,148,1,red
12996,54,2,16,19,54,0,yellow
12997,50,1,20,11,50,0,yellow
12998,36,0,36,0,34,0,yellow
12999,29,1,29,2,26,0,yellow
13000,33,1,30,3,33,0,yellow
13001,156,3,11,14,156,1,red
13002,36,0,34,1,36,0,yellow
13003,40,1,29,3,40,0,yellow
13004,57,2,31,12,57,0,yellow
13005,326,4,2,17,326,2,black
13006,46,0,29,0,46,0,yellow
13007,40,1,40,0,24,0,yellow
13008,44,1,44,0,34,0,yellow
13009,40,1,23,7,40,0,yellow
13010,50,1,31,0,50,0,yellow
13011,51,1,35,2,51,0,yellow
13012,82,3,11,29,82,0,yellow
13013,104,2,41,7,104,1,red
13014,102,0,22,0,102,0,yellow
13015,55,1,49,1,55,0,yellow
13016,86,1,40,0,86,0,yellow
13017,155,2,106,1,155,1,red
13018,72,3,2,13,72,0,yellow
13019,63,1,28,4,63,0,yellow
13020,27,1,27,2,18,0,yellow
13021,38,1,33,1,38,0,yellow
13022,46,1,20,7,46,0,yellow
13023,47,1,28,0,47,0,yellow
13024,36,1,36,3,16,0,yellow
13025,57,1,25,2,57,0,yellow
13026,58,1,44,1,58,0,yellow
13027,155,2,44,6,155,1,red
13028,34,1,5,2,34,0,yellow
13029,150,2,14,4,150,1,red
13030,116,1,36,0,116,1,red
13031,68,1,46,0,68,0,yellow
13032,47,0,25,0,47,0,yellow
13033,63,1,36,2,63,0,yellow
13034,43,2,40,6,43,0,yellow
13035,46,1,26,1,46,0,yellow
13036,70,2,25,0,70,0,yellow
13037,38,1,38,0,38,0,yellow
13038,30,1,27,1,30,0,yellow
13039,69,1,16,8,69,0,yellow
13040,25,0,13,1,25,0,yellow
13041,53,2,33,10,53,0,yellow
13042,12,0,9,1,12,0,yellow
13043,61,1,3,4,61,0,yellow
13044,161,1,45,0,161,1,red
13045,48,1,30,0,48,0,yellow
13046,31,1,31,5,25,0,yellow
13047,76,1,42,1,76,0,yellow
13048,117,3,68,0,117,1,red
13049,57,1,44,0,57,0,yellow
13050,35,1,35,3,19,0,yellow
13051,39,1,31,5,39,0,yellow
13052,28,1,28,0,8,0,yellow
13053,66,1,16,12,66,0,yellow
13054,54,1,33,3,54,0,yellow
13055,63,1,24,5,63,0,yellow
13056,35,1,32,1,35,0,yellow
13057,60,1,23,8,60,0,yellow
13058,47,1,47,1,39,0,yellow
13059,41,1,41,0,21,0,yellow
13060,52,1,43,0,52,0,yellow
13061,163,4,76,5,163,1,red
13062,136,5,14,8,136,1,red
13063,61,1,27,0,61,0,yellow
13064,24,1,21,2,24,0,yellow
13065,41,1,41,0,31,0,yellow
13066,57,1,35,1,57,0,yellow
13067,72,1,72,0,57,0,yellow
13068,164,1,27,4,164,1,red
13069,56,1,42,0,56,0,yellow
13070,191,7,46,20,191,1,red
13071,75,1,39,0,75,0,yellow
13072,53,1,40,4,53,0,yellow
13073,48,1,46,1,48,0,yellow
13074,39,1,39,1,33,0,yellow
13075,97,2,97,2,41,0,yellow
13076,42,1,37,2,42,0,yellow
13077,50,1,50,2,50,0,yellow
13078,44,1,44,0,14,0,yellow
13079,72,1,45,0,72,0,yellow
13080,165,9,6,22,165,1,red
13081,38,1,37,1,38,0,yellow
13082,66,1,37,0,66,0,yellow
13083,22,0,22,0,15,0,yellow
13084,75,1,21,17,75,0,yellow
13085,62,1,25,9,62,0,yellow
13086,48,1,48,2,38,0,yellow
13087,26,0,25,0,26,0,yellow
13088,100,2,25,7,100,0,yellow
13089,166,7,25,30,166,1,red
13090,60,1,43,0,60,0,yellow
13091,53,1,45,0,53,0,yellow
13092,31,1,25,0,31,0,yellow
13093,28,1,28,1,24,0,yellow
13094,93,2,29,1,93,0,yellow
13095,150,3,25,6,150,1,red
13096,86,2,43,1,86,0,yellow
13097,113,1,37,0,113,1,red
13098,54,1,46,2,54,0,yellow
13099,48,1,48,3,33,0,yellow
13100,41,1,41,1,32,0,yellow
13101,161,2,18,5,161,1,red
13102,67,1,32,0,67,0,yellow
13103,113,3,14,1,113,1,red
13104,24,0,16,0,24,0,yellow
13105,51,1,47,0,51,0,yellow
13106,31,1,31,1,15,0,yellow
13107,195,1,34,3,195,1,red
13108,41,1,41,2,34,0,yellow
13109,39,1,9,1,39,0,yellow
13110,32,1,32,0,31,0,yellow
13111,49,1,14,3,49,0,yellow
13112,98,2,33,3,98,0,yellow
13113,207,1,33,3,207,1,red
13114,68,1,40,0,68,0,yellow
13115,191,3,36,7,191,1,red
13116,24,0,21,0,24,0,yellow
13117,31,0,28,0,31,0,yellow
13118,55,1,25,5,55,0,yellow
13119,63,1,17,4,63,0,yellow
13120,22,0,22,0,19,0,yellow
13121,55,1,26,1,55,0,yellow
13122,40,1,40,0,19,0,yellow
13123,188,7,12,18,188,1,red
13124,110,1,49,0,110,1,red
13125,42,1,39,2,42,0,yellow
13126,54,1,41,1,54,0,yellow
13127,44,1,44,0,29,0,yellow
13128,79,1,18,1,79,0,yellow
13129,42,1,42,0,11,0,yellow
13130,38,1,38,0,9,0,yellow
13131,69,1,52,0,69,0,yellow
13132,37,1,37,0,29,0,yellow
13133,82,1,71,0,82,0,yellow
13134,69,1,50,0,69,0,yellow
13135,68,1,68,0,54,0,yellow
13136,21,0,20,0,21,0,yellow
13137,165,5,10,43,165,1,red
13138,109,3,21,24,109,1,red
13139,37,1,37,1,30,0,yellow
13140,59,1,59,0,59,0,yellow
13141,59,1,42,0,59,0,yellow
13142,119,2,38,4,119,1,red
13143,57,1,48,4,57,0,yellow
13144,121,3,17,8,121,1,red
13145,92,0,36,0,92,0,yellow
13146,75,1,21,6,75,0,yellow
13147,71,1,48,1,71,0,yellow
13148,96,3,82,11,96,0,yellow
13149,160,4,29,26,160,1,red
13150,87,1,63,0,87,0,yellow
13151,79,1,22,2,79,0,yellow
13152,108,2,23,4,108,1,red
13153,41,1,41,0,21,0,yellow
13154,53,1,41,0,53,0,yellow
13155,40,1,40,1,29,0,yellow
13156,85,1,18,0,85,0,yellow
13157,34,1,28,3,34,0,yellow
13158,70,2,18,15,70,0,yellow
13159,481,51,39,7,446,2,black
13160,51,1,38,1,51,0,yellow
13161,49,1,49,2,45,0,yellow
13162,36,1,36,3,21,0,yellow
13163,222,1,38,0,222,1,red
13164,69,1,36,3,69,0,yellow
13165,50,1,40,1,50,0,yellow
13166,58,0,23,0,58,0,yellow
13167,175,1,37,0,175,1,red
13168,51,1,14,8,51,0,yellow
13169,36,1,36,1,19,0,yellow
13170,60,1,25,2,60,0,yellow
13171,66,1,30,5,66,0,yellow
13172,121,0,24,0,121,1,red
13173,56,0,27,0,56,0,yellow
13174,95,1,35,2,95,0,yellow
13175,73,2,17,4,73,0,yellow
13176,285,1,43,0,285,1,red
13177,281,1,40,0,281,1,red
13178,107,3,18,1,107,1,red
13179,102,3,15,13,102,0,yellow
13180,35,0,35,1,28,0,yellow
13181,101,3,2,29,101,0,yellow
13182,32,0,32,1,28,0,yellow
13183,180,4,107,4,180,1,red
13184,42,1,32,8,42,0,yellow
13185,69,1,38,3,69,0,yellow
13186,37,0,29,2,37,0,yellow
13187,35,1,33,2,35,0,yellow
13188,41,1,41,1,38,0,yellow
13189,28,0,28,1,28,0,yellow
13190,34,1,34,2,28,0,yellow
13191,130,0,21,0,130,1,red
13192,155,1,42,0,155,1,red
13193,60,1,45,4,60,0,yellow
13194,29,0,22,0,29,0,yellow
13195,25,0,22,0,25,0,yellow
13196,235,3,158,1,235,1,red
13197,167,2,76,0,167,1,red
13198,45,1,40,0,45,0,yellow
13199,150,1,47,0,150,1,red
13200,125,2,11,8,125,1,red
13201,64,1,38,1,64,0,yellow
13202,157,1,37,0,157,1,red
13203,28,0,28,1,26,0,yellow
13204,44,1,44,2,30,0,yellow
13205,45,1,45,1,28,0,yellow
13206,70,0,29,0,70,0,yellow
13207,56,1,35,3,56,0,yellow
13208,205,41,9,25,205,1,red
13209,79,1,27,3,79,0,yellow
13210,31,1,28,2,31,0,yellow
13211,40,0,26,0,40,0,yellow
13212,40,1,40,0,13,0,yellow
13213,20,0,20,0,10,0,yellow
13214,185,1,84,1,185,1,red
13215,19,0,19,0,13,0,yellow
13216,50,1,33,1,50,0,yellow
13217,65,2,31,8,65,0,yellow
13218,91,2,8,10,91,0,yellow
13219,38,1,38,1,23,0,yellow
13220,82,2,10,4,82,0,yellow
13221,37,1,19,1,37,0,yellow
13222,48,1,0,0,48,0,yellow
13223,161,2,15,4,161,1,red
13224,37,1,9,3,37,0,yellow
13225,107,3,12,2,107,0,yellow
13226,109,1,19,0,109,1,red
13227,156,2,3,16,156,1,red
13228,41,1,22,0,41,0,yellow
13229,161,1,47,0,161,1,red
13230,124,4,7,34,124,1,red
13231,140,1,49,0,140,1,red
13232,201,1,42,0,201,1,red
13233,92,0,25,0,92,0,yellow
13234,500,1,36,1,426,2,black
13235,36,1,30,8,36,0,yellow
13236,69,1,42,0,69,0,yellow
13237,96,1,30,0,96,0,yellow
13238,179,6,105,7,179,1,red
13239,48,1,10,2,48,0,yellow
13240,61,2,22,19,61,0,yellow
13241,48,2,12,0,48,0,yellow
13242,51,1,24,4,51,0,yellow
13243,97,2,53,1,97,0,yellow
13244,178,1,37,0,178,1,red
13245,58,1,10,9,58,0,yellow
13246,68,1,40,0,68,0,yellow
13247,44,1,24,4,44,0,yellow
13248,100,1,32,2,100,0,yellow
13249,34,1,34,0,21,0,yellow
13250,55,2,28,8,55,0,yellow
13251,47,1,24,4,47,0,yellow
13252,197,3,140,2,197,1,red
13253,60,1,48,0,60,0,yellow
13254,60,2,46,0,60,0,yellow
13255,80,2,79,1,80,0,yellow
13256,53,1,24,0,53,0,yellow
13257,49,1,32,0,49,0,yellow
13258,113,0,24,0,113,1,red
13259,164,3,164,3,164,1,red
13260,37,1,11,9,37,0,yellow
13261,40,1,29,4,40,0,yellow
13262,46,1,30,2,46,0,yellow
13263,45,1,24,4,45,0,yellow
13264,85,1,40,2,85,0,yellow
13265,25,1,25,3,18,0,yellow
13266,33,0,33,0,33,0,yellow
13267,56,1,20,6,56,0,yellow
13268,37,0,34,1,37,0,yellow
13269,43,1,43,3,25,0,yellow
13270,83,2,45,1,83,0,yellow
13271,35,0,34,0,35,0,yellow
13272,68,2,16,19,68,0,yellow
13273,62,1,30,0,62,0,yellow
13274,66,1,35,2,66,0,yellow
13275,26,1,26,1,23,0,yellow
13276,29,0,29,2,21,0,yellow
13277,35,0,14,2,35,0,yellow
13278,38,1,38,2,19,0,yellow
13279,53,1,7,0,53,0,yellow
13280,84,1,28,6,84,0,yellow
13281,94,1,36,5,94,0,yellow
13282,58,1,36,2,58,0,yellow
13283,54,1,28,2,54,0,yellow
13284,42,1,34,0,42,0,yellow
13285,101,2,30,8,101,0,yellow
13286,208,1,47,0,208,1,red
13287,117,3,117,3,101,1,red
13288,39,1,34,0,39,0,yellow
13289,69,2,48,1,69,0,yellow
13290,269,3,13,16,269,1,red
13291,62,0,22,1,62,0,yellow
13292,43,0,25,0,43,0,yellow
13293,71,1,40,3,71,0,yellow
13294,140,2,91,1,140,1,red
13295,38,1,29,9,38,0,yellow
13296,44,1,11,2,44,0,yellow
13297,146,4,4,18,146,1,red
13298,50,0,30,3,50,0,yellow
13299,53,1,5,3,53,0,yellow
13300,58,2,1,2,58,0,yellow
13301,17,1,17,0,14,0,yellow
13302,105,2,11,4,105,0,yellow
13303,20,0,20,0,16,0,yellow
13304,176,4,11,16,176,1,red
13305,153,4,2,19,153,1,red
13306,211,1,22,1,211,1,red
13307,40,1,40,2,34,0,yellow
13308,64,2,6,0,64,0,yellow
13309,75,1,38,2,75,0,yellow
13310,52,1,32,5,52,0,yellow
13311,47,1,21,1,47,0,yellow
13312,184,2,68,2,184,1,red
13313,18,0,18,1,15,0,yellow
13314,52,1,9,12,52,0,yellow
13315,75,1,35,4,75,0,yellow
13316,45,1,36,3,45,0,yellow
13317,36,1,25,2,36,0,yellow
13318,73,2,10,14,73,0,yellow
13319,36,1,30,0,36,0,yellow
13320,186,1,81,1,186,1,red
13321,166,5,162,10,166,1,red
13322,100,2,100,1,90,1,red
13323,37,0,37,0,23,0,yellow
13324,31,1,31,1,27,0,yellow
13325,52,1,30,1,52,0,yellow
13326,45,1,18,8,45,0,yellow
13327,98,3,1,8,98,0,yellow
13328,166,3,166,2,130,1,red
13329,96,2,78,1,96,0,yellow
13330,173,4,173,3,150,1,red
13331,66,2,15,10,66,0,yellow
13332,50,1,15,7,50,0,yellow
13333,31,1,27,2,31,0,yellow
13334,69,2,20,6,69,0,yellow
13335,34,1,27,2,34,0,yellow
13336,44,0,29,0,44,0,yellow
13337,66,2,1,5,66,0,yellow
13338,29,0,29,0,28,0,yellow
13339,70,1,37,2,70,0,yellow
13340,53,1,31,4,53,0,yellow
13341,45,1,22,0,45,0,yellow
13342,66,1,40,2,66,0,yellow
13343,22,1,22,0,21,0,yellow
13344,75,1,29,0,75,0,yellow
13345,23,0,16,1,23,0,yellow
13346,78,1,34,1,78,0,yellow
13347,31,0,31,1,31,0,yellow
13348,28,0,28,2,21,0,yellow
13349,97,1,77,2,97,0,yellow
13350,55,1,43,2,55,0,yellow
13351,58,1,37,0,58,0,yellow
13352,125,2,61,0,125,1,red
13353,152,1,42,0,152,1,red
13354,61,1,36,3,61,0,yellow
13355,148,2,22,1,148,1,red
13356,66,1,35,3,66,0,yellow
13357,51,1,35,3,51,0,yellow
13358,21,1,11,1,21,0,yellow
13359,15,1,15,0,12,0,yellow
13360,46,1,25,6,46,0,yellow
13361,83,0,30,0,83,0,yellow
13362,500,2,128,1,481,2,black
13363,139,2,54,0,139,1,red
13364,37,1,28,4,37,0,yellow
13365,87,3,69,5,87,0,yellow
13366,33,1,33,2,25,0,yellow
13367,95,2,64,5,95,0,yellow
13368,132,4,6,11,132,1,red
13369,55,1,14,2,55,0,yellow
13370,59,1,42,0,59,0,yellow
13371,263,1,47,1,249,1,red
13372,500,1,40,0,454,2,black
13373,500,0,37,0,477,2,black
13374,86,2,55,5,86,0,yellow
13375,41,1,41,0,39,0,yellow
13376,113,1,38,1,113,1,red
13377,164,1,42,0,164,1,red
13378,32,0,27,2,32,0,yellow
13379,40,1,22,4,40,0,yellow
13380,34,1,34,2,25,0,yellow
13381,33,1,14,1,33,0,yellow
13382,98,2,84,1,98,1,red
13383,18,0,18,0,13,0,yellow
13384,30,1,30,0,25,0,yellow
13385,35,0,35,1,27,0,yellow
13386,34,0,18,1,34,0,yellow
13387,22,0,14,2,22,0,yellow
13388,55,1,5,2,55,0,yellow
13389,51,1,20,7,51,0,yellow
13390,49,1,30,1,49,0,yellow
13391,44,1,36,0,44,0,yellow
13392,30,1,30,0,11,0,yellow
13393,36,1,25,3,36,0,yellow
13394,52,1,46,3,52,0,yellow
13395,45,1,11,3,45,0,yellow
13396,50,1,17,4,50,0,yellow
13397,65,1,65,0,41,0,yellow
13398,78,1,20,0,78,0,yellow
13399,48,1,42,0,48,0,yellow
13400,62,2,10,4,62,0,yellow
13401,71,1,23,1,71,0,yellow
13402,40,1,40,2,36,0,yellow
13403,57,1,17,4,57,0,yellow
13404,37,0,37,0,16,0,yellow
13405,169,2,4,12,169,1,red
13406,50,0,21,0,50,0,yellow
13407,51,1,5,4,51,0,yellow
13408,61,1,36,2,61,0,yellow
13409,24,1,24,0,19,0,yellow
13410,38,1,30,2,38,0,yellow
13411,40,1,35,0,40,0,yellow
13412,266,3,151,1,266,1,red
13413,33,1,33,0,9,0,yellow
13414,159,0,35,0,159,1,red
13415,178,2,114,0,178,1,red
13416,47,1,47,1,45,0,yellow
13417,39,1,17,0,39,0,yellow
13418,91,2,4,9,91,0,yellow
13419,34,1,34,0,28,0,yellow
13420,63,1,26,0,63,0,yellow
13421,63,1,42,0,63,0,yellow
13422,27,1,27,0,20,0,yellow
13423,45,1,45,2,31,0,yellow
13424,35,0,35,1,25,0,yellow
13425,44,1,44,4,32,0,yellow
13426,52,1,29,1,52,0,yellow
13427,39,0,39,0,21,0,yellow
13428,51,1,46,0,51,0,yellow
13429,97,2,67,1,97,0,yellow
13430,51,0,32,1,51,0,yellow
13431,53,1,21,10,53,0,yellow
13432,33,0,17,0,33,0,yellow
13433,51,1,42,0,51,0,yellow
13434,41,1,41,0,31,0,yellow
13435,32,0,10,2,32,0,yellow
13436,50,1,32,1,50,0,yellow
13437,40,1,40,0,25,0,yellow
13438,56,1,56,0,38,0,yellow
13439,167,1,39,0,167,1,red
13440,54,1,43,0,54,0,yellow
13441,58,0,26,0,58,0,yellow
13442,46,1,11,5,46,0,yellow
13443,140,2,140,3,131,1,red
13444,34,1,34,0,17,0,yellow
13445,53,1,41,0,53,0,yellow
13446,54,1,18,0,54,0,yellow
13447,62,1,38,1,62,0,yellow
13448,32,1,24,2,32,0,yellow
13449,70,2,15,23,70,0,yellow
13450,84,1,17,1,84,0,yellow
13451,42,1,42,0,31,0,yellow
13452,54,1,6,4,54,0,yellow
13453,151,0,38,0,151,1,red
13454,92,3,9,10,92,0,yellow
13455,22,0,18,1,22,0,yellow
13456,35,1,27,3,35,0,yellow
13457,26,1,8,0,26,0,yellow
13458,61,2,25,8,61,0,yellow
13459,42,1,42,1,21,0,yellow
13460,36,1,27,2,36,0,yellow
13461,39,1,31,3,39,0,yellow
13462,21,0,18,0,21,0,yellow
13463,62,1,33,1,62,0,yellow
13464,32,1,32,2,31,0,yellow
13465,42,1,23,3,42,0,yellow
13466,41,1,41,1,23,0,yellow
13467,37,1,27,3,37,0,yellow
13468,46,1,46,1,38,0,yellow
13469,43,1,37,0,43,0,yellow
13470,67,1,46,5,67,0,yellow
13471,25,0,25,0,21,0,yellow
13472,39,1,39,1,19,0,yellow
13473,28,0,18,1,28,0,yellow
13474,40,1,37,0,40,0,yellow
13475,48,1,32,1,48,0,yellow
13476,56,1,20,4,56,0,yellow
13477,71,1,28,9,71,0,yellow
13478,134,1,41,0,134,1,red
13479,37,0,18,0,37,0,yellow
13480,42,0,22,0,42,0,yellow
13481,89,1,9,14,89,0,yellow
13482,38,1,38,1,26,0,yellow
13483,157,4,155,10,157,1,red
13484,500,1,57,1,472,2,black
13485,47,1,45,1,47,0,yellow
13486,19,0,19,0,10,0,yellow
13487,51,2,16,8,51,0,yellow
13488,70,1,19,0,70,0,yellow
13489,94,1,39,2,94,0,yellow
13490,179,3,97,3,179,1,red
13491,110,1,45,0,110,1,red
13492,365,2,110,1,307,2,black
13493,125,4,2,14,125,1,red
13494,22,0,5,1,22,0,yellow
13495,37,1,37,4,30,0,yellow
13496,39,1,21,5,39,0,yellow
13497,40,1,15,0,40,0,yellow
13498,30,1,30,0,11,0,yellow
13499,48,1,7,3,48,0,yellow
13500,47,1,34,4,47,0,yellow
13501,36,0,36,1,27,0,yellow
13502,48,1,27,0,48,0,yellow
13503,52,1,43,0,52,0,yellow
13504,59,1,52,3,59,0,yellow
13505,62,0,33,0,62,0,yellow
13506,34,0,21,0,34,0,yellow
13507,59,2,4,5,59,0,yellow
13508,70,1,45,4,70,0,yellow
13509,47,1,19,4,47,0,yellow
13510,47,1,42,4,47,0,yellow
13511,390,2,92,1,310,2,black
13512,62,0,25,0,62,0,yellow
13513,42,1,37,0,42,0,yellow
13514,73,3,33,1,73,0,yellow
13515,50,1,44,0,50,0,yellow
13516,53,1,16,0,53,0,yellow
13517,50,1,32,0,50,0,yellow
13518,63,1,45,0,63,0,yellow
13519,34,1,34,2,26,0,yellow
13520,65,1,32,1,65,0,yellow
