,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,clusters
301,Viet Nam,Chau Doc,57,Moderate,1,Good,32,Good,0,Good,57,Moderate,0
302,Russian Federation,Cherepanovo,38,Good,1,Good,38,Good,0,Good,35,Good,0
303,Russian Federation,Cherkessk,49,Good,1,Good,40,Good,0,Good,49,Good,0
304,India,Chhabra,171,Unhealthy,1,Good,42,Good,0,Good,171,Unhealthy,2
305,India,Chilakalurupet,91,Moderate,1,Good,28,Good,1,Good,91,Moderate,0
306,Mexico,Chilpancingo,72,Moderate,2,Good,4,Good,5,Good,72,Moderate,0
307,India,Chipurupalle,153,Unhealthy,2,Good,22,Good,6,Good,153,Unhealthy,2
308,Poland,Chojnow,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,0
309,India,Chotila,157,Unhealthy,0,Good,31,Good,1,Good,157,Unhealthy,2
310,United States of America,Cimarron Hills,73,Moderate,1,Good,32,Good,2,Good,73,Moderate,0
311,Brazil,Claudio,71,Moderate,2,Good,3,Good,6,Good,71,Moderate,0
312,Brazil,Clevelandia,17,Good,0,Good,17,Good,0,Good,11,Good,0
313,Brazil,Coari,46,Good,1,Good,2,Good,0,Good,46,Good,0
314,United Kingdom of Great Britain and Northern Ireland,Coatbridge,35,Good,1,Good,12,Good,9,Good,35,Good,0
315,Ireland,Cobh,24,Good,0,Good,24,Good,1,Good,16,Good,0
316,Brazil,Colatina,45,Good,1,Good,14,Good,2,Good,45,Good,0
317,Romania,Comanesti,61,Moderate,1,Good,40,Good,0,Good,61,Moderate,0
318,Dominican Republic,Comendador,65,Moderate,1,Good,12,Good,6,Good,65,Moderate,0
319,Italy,Como,112,Unhealthy for Sensitive Groups,1,Good,34,Good,4,Good,112,Unhealthy for Sensitive Groups,2
320,Brazil,Conde,19,Good,0,Good,19,Good,0,Good,11,Good,0
321,United Kingdom of Great Britain and Northern Ireland,Consett,31,Good,0,Good,31,Good,2,Good,22,Good,0
322,United States of America,Cooper City,152,Unhealthy,4,Good,4,Good,19,Good,152,Unhealthy,2
323,United States of America,Copperas Cove,31,Good,1,Good,21,Good,1,Good,31,Good,0
324,Brazil,Cornelio Procopio,37,Good,1,Good,12,Good,1,Good,37,Good,0
325,Argentina,Corrientes,13,Good,1,Good,12,Good,0,Good,13,Good,0
326,Mexico,Cotija,41,Good,1,Good,8,Good,3,Good,41,Good,0
327,Italy,Crevalcore,103,Unhealthy for Sensitive Groups,2,Good,28,Good,9,Good,103,Unhealthy for Sensitive Groups,0
328,Azerbaijan,Culfa,52,Moderate,1,Good,35,Good,0,Good,52,Moderate,0
329,Spain,Culleredo,30,Good,0,Good,30,Good,2,Good,13,Good,0
330,India,Cuncolim,73,Moderate,0,Good,25,Good,0,Good,73,Moderate,0
331,Brazil,Curvelo,42,Good,1,Good,2,Good,4,Good,42,Good,0
332,Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good,0
333,United States of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good,0
334,Poland,Czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,Moderate,0
335,Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate,0
336,Pakistan,Dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,Unhealthy,2
337,France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good,0
338,United States of America,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate,0
339,Ghana,Begoro,105,Unhealthy for Sensitive Groups,2,Good,13,Good,2,Good,105,Unhealthy for Sensitive Groups,0
340,China,Beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate,0
341,Brazil,Bela Cruz,45,Good,0,Good,22,Good,0,Good,45,Good,0
342,Bolivia (Plurinational State of),Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate,0
343,Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,Good,0
344,United States of America,Berwick,50,Good,1,Good,35,Good,5,Good,50,Good,0
345,India,Betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy,2
346,United States of America,Beverly,48,Good,1,Good,36,Good,5,Good,48,Good,0
347,Russian Federation,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good,0
348,Bangladesh,Bhairab Bazar,132,Unhealthy for Sensitive Groups,3,Good,44,Good,4,Good,132,Unhealthy for Sensitive Groups,2
349,Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy,2
350,India,Bhimavaram,124,Unhealthy for Sensitive Groups,1,Good,36,Good,1,Good,124,Unhealthy for Sensitive Groups,2
351,India,Bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,Very Unhealthy,2
352,India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy,2
353,Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate,0
354,Brazil,Baiao,39,Good,1,Good,5,Good,0,Good,39,Good,0
355,Russian Federation,Baksan,48,Good,1,Good,39,Good,1,Good,48,Good,0
356,Sudan,Bara,52,Moderate,2,Good,17,Good,0,Good,52,Moderate,0
357,Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy for Sensitive Groups,0
358,Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate,0
359,Iran (Islamic Republic of),Bardsir,91,Moderate,1,Good,49,Good,0,Good,91,Moderate,0
360,India,Bari Sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,Unhealthy,2
361,Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,Good,0
362,Thailand,Nong Han,57,Moderate,0,Good,25,Good,0,Good,57,Moderate,0
363,Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good,0
364,United States of America,North Andrews Gardens,78,Moderate,1,Good,11,Good,12,Good,78,Moderate,0
365,United States of America,Northbridge,47,Good,1,Good,46,Good,2,Good,47,Good,0
366,United Kingdom of Great Britain and Northern Ireland,Norwich,29,Good,0,Good,29,Good,3,Good,18,Good,0
367,Serbia,Novi Becej,60,Moderate,1,Good,34,Good,1,Good,60,Moderate,0
368,Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,Good,0
369,Chile,Nueva Imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate,0
370,Panama,Nuevo Arraijan,67,Moderate,2,Good,20,Good,5,Good,67,Moderate,0
371,Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good,0
372,United States of America,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate,0
373,United States of America,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate,0
374,Ghana,Obuasi,81,Moderate,1,Good,18,Good,0,Good,81,Moderate,0
375,Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good,0
376,Germany,Oer Erkenschwick,34,Good,1,Good,34,Good,2,Good,27,Good,0
377,Republic of North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,Good,0
378,Japan,Okawa,41,Good,2,Good,36,Good,5,Good,41,Good,0
379,Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,Good,0
380,Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,Good,0
381,Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good,0
382,Japan,Omagari,35,Good,1,Good,35,Good,0,Good,15,Good,0
383,Netherlands,Oostburg,36,Good,1,Good,26,Good,3,Good,36,Good,0
384,United States of America,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate,0
385,United States of America,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate,0
386,Poland,Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good,0
387,Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate,0
388,Congo,Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate,0
389,Brazil,Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate,0
390,Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate,0
391,Kyrgyzstan,Ozgon,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy for Sensitive Groups,2
392,Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good,0
393,India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy,2
394,Mauritius,Pailles,30,Good,0,Good,28,Good,0,Good,30,Good,0
395,France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good,0
396,India,Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate,0
397,Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate,0
398,Indonesia,Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate,0
399,China,Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate,0
400,China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate,0
401,China,Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate,0
402,Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good,0
403,Brazil,Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate,0
404,Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good,0
405,United States of America,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate,0
406,United States of America,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate,0
407,United States of America,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good,0
408,Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good,0
409,India,Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate,0
410,United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,0
411,Greece,Perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate,0
412,Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate,0
413,Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,0
414,Thailand,Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,Good,0
415,Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,0
416,Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good,0
417,India,Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous,1
418,Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate,0
419,Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good,0
420,Russian Federation,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good,0
421,United Kingdom of Great Britain and Northern Ireland,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,0
422,Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good,0
423,Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good,0
424,Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good,0
425,Switzerland,Ruti,34,Good,1,Good,25,Good,2,Good,34,Good,0
426,Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good,0
427,Serbia,Sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate,0
428,Cuba,Sagua La Grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,0
429,India,Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy,2
430,United States of America,Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate,0
431,United States of America,Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate,0
432,Canada,Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,Good,0
433,France,Saint Cyr Sur Loire,37,Good,1,Good,25,Good,2,Good,37,Good,0
434,Belgium,Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,Good,0
435,France,Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,Good,0
436,Saudi Arabia,Sakakah,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy for Sensitive Groups,2
437,Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good,0
438,United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate,0
439,India,Salon,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy,2
440,Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,Good,0
441,India,Sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy,2
442,Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,Good,0
443,Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good,0
444,Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good,0
445,United States of America,Prichard,28,Good,1,Good,22,Good,4,Good,28,Good,0
446,Canada,Prince George,21,Good,1,Good,21,Good,1,Good,13,Good,0
447,Indonesia,Pringsewu,63,Moderate,2,Good,40,Good,0,Good,63,Moderate,0
448,Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good,0
449,Spain,Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good,0
450,Mexico,Purepero,48,Good,1,Good,5,Good,4,Good,48,Good,0
451,Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate,0
452,Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy,2
453,India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy,1
454,United States of America,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate,0
455,Bangladesh,Rajshahi,191,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy,2
456,India,Rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy,2
457,Thailand,Phrai Bung,53,Moderate,0,Good,27,Good,0,Good,53,Moderate,0
458,India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy,2
459,Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,Good,0
460,Finland,Pietarsaari,34,Good,1,Good,34,Good,1,Good,17,Good,0
461,Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good,0
462,United States of America,Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate,0
463,Benin,Pobe,73,Moderate,1,Good,20,Good,1,Good,73,Moderate,0
464,Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good,0
465,Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good,0
466,Haiti,Port De Paix,103,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,103,Unhealthy for Sensitive Groups,0
467,Portugal,Porto Salvo,46,Good,0,Good,30,Good,2,Good,46,Good,0
468,United States of America,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good,0
469,United States of America,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,0
470,India,Rania,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous,1
471,Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good,0
472,Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good,0
473,Russian Federation,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate,0
474,Brazil,Ribeira Do Pombal,24,Good,0,Good,7,Good,1,Good,24,Good,0
475,Brazil,Ribeirao Bonito,52,Moderate,1,Good,4,Good,3,Good,52,Moderate,0
476,United States of America,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate,0
477,United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate,0
478,Brazil,Rio Bonito,95,Moderate,3,Good,23,Good,8,Good,95,Moderate,0
479,Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good,0
480,France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good,0
481,Lebanon,Riyaq,78,Moderate,1,Good,46,Good,1,Good,78,Moderate,0
482,Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good,0
483,France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good,0
484,Brazil,Rolandia,39,Good,1,Good,14,Good,2,Good,39,Good,0
485,France,Romans Sur Isere,37,Good,1,Good,30,Good,1,Good,37,Good,0
486,Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good,0
487,India,Dalmau,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy,2
488,United States of America,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate,0
489,India,Damnagar,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy,2
490,Thailand,Dan Khun Thot,56,Moderate,1,Good,31,Good,0,Good,56,Moderate,0
491,China,Dancheng,145,Unhealthy for Sensitive Groups,2,Good,145,Unhealthy for Sensitive Groups,3,Good,82,Moderate,2
492,India,Dankaur,292,Very Unhealthy,3,Good,136,Unhealthy for Sensitive Groups,3,Good,292,Very Unhealthy,1
493,United Republic of Tanzania,Dareda,20,Good,0,Good,14,Good,0,Good,20,Good,0
494,India,Dattapur,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy,2
495,Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good,0
496,Uruguay,Delta Del Tigre,38,Good,1,Good,19,Good,2,Good,38,Good,0
497,India,Delvada,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy,2
498,Russian Federation,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good,0
499,Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good,0
500,India,Dewa,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy,2
501,Turkey,Dinar,44,Good,1,Good,33,Good,0,Good,44,Good,0
502,Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good,0
503,Benin,Dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups,0
504,Russian Federation,Donskoye,37,Good,1,Good,37,Good,0,Good,30,Good,0
505,United States of America,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate,0
506,United Republic of Tanzania,Dunda,23,Good,0,Good,17,Good,0,Good,23,Good,0
507,United States of America,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate,0
508,United States of America,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good,0
509,Mexico,Ebano,91,Moderate,2,Good,22,Good,3,Good,91,Moderate,0
510,United States of America,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good,0
511,Mexico,El Pueblito,66,Moderate,1,Good,10,Good,5,Good,66,Moderate,0
512,Bolivia (Plurinational State of),El Torno,6,Good,0,Good,5,Good,0,Good,6,Good,0
513,United States of America,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good,0
514,Pakistan,Eminabad,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy,2
515,Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good,0
516,Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate,0
517,United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good,0
518,United Kingdom of Great Britain and Northern Ireland,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good,0
519,Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good,0
520,India,Gobindapur,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy,2
521,India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy,2
522,Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good,0
523,India,Gohad,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy,2
524,India,Gohana,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous,1
525,Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good,0
526,Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good,0
527,United States of America,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate,0
528,Poland,Goleniow,32,Good,1,Good,24,Good,3,Good,32,Good,0
529,Iran (Islamic Republic of),Gonbad E Qabus,84,Moderate,1,Good,45,Good,0,Good,84,Moderate,0
530,Russian Federation,Gorodishche,33,Good,1,Good,33,Good,1,Good,21,Good,0
531,Japan,Gotsu,44,Good,1,Good,44,Good,0,Good,15,Good,0
532,Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate,0
533,United States of America,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate,0
534,United States of America,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good,0
535,Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good,0
536,Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good,0
537,Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate,0
538,China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate,0
539,France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good,0
540,United States of America,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate,0
541,France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good,0
542,United States of America,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good,0
543,United States of America,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate,0
544,Brazil,Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy,2
545,Germany,Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good,0
546,United States of America,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good,0
547,Japan,Fuchu,71,Moderate,1,Good,71,Moderate,3,Good,49,Good,0
548,Germany,Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good,0
549,Israel,Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate,0
550,India,Gauribidanur,48,Good,0,Good,24,Good,0,Good,48,Good,0
551,Spain,Gava,57,Moderate,1,Good,19,Good,10,Good,57,Moderate,0
552,Italy,Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate,0
553,Netherlands,Gennep,30,Good,0,Good,25,Good,3,Good,30,Good,0
554,Germany,Genthin,31,Good,0,Good,30,Good,1,Good,31,Good,0
555,Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good,0
556,Germany,Gera,30,Good,0,Good,28,Good,2,Good,30,Good,0
557,India,Gevrai,120,Unhealthy for Sensitive Groups,1,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups,2
558,United States of America,Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good,0
559,United States of America,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate,0
560,Thailand,Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate,0
561,Philippines,Lamacan,70,Moderate,1,Good,21,Good,0,Good,70,Moderate,0
562,Iran (Islamic Republic of),Lar,105,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,105,Unhealthy for Sensitive Groups,2
563,Brazil,Laranjeiras Do Sul,12,Good,1,Good,12,Good,0,Good,11,Good,0
564,China,Lasa,25,Good,0,Good,25,Good,0,Good,12,Good,0
565,India,Lasalgaon,129,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,129,Unhealthy for Sensitive Groups,2
566,Germany,Lauda Konigshofen,32,Good,1,Good,27,Good,3,Good,32,Good,0
567,France,Le Port,42,Good,1,Good,28,Good,0,Good,42,Good,0
568,Brazil,Lencois Paulista,34,Good,1,Good,13,Good,1,Good,34,Good,0
569,Colombia,Lerida,60,Moderate,2,Good,8,Good,4,Good,60,Moderate,0
570,Netherlands,Leusden,33,Good,0,Good,33,Good,1,Good,26,Good,0
571,United Kingdom of Great Britain and Northern Ireland,Lewes,37,Good,1,Good,12,Good,13,Good,37,Good,0
572,Philippines,Lianga,50,Good,1,Good,20,Good,0,Good,50,Good,0
573,France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good,0
574,Germany,Limbach Oberfrohna,31,Good,0,Good,28,Good,1,Good,31,Good,0
575,Malaysia,Limbang,95,Moderate,9,Good,95,Moderate,0,Good,46,Good,0
576,China,Lishan,192,Unhealthy,4,Good,192,Unhealthy,6,Good,124,Unhealthy for Sensitive Groups,2
577,Czechia,Litovel,49,Good,1,Good,24,Good,2,Good,49,Good,0
578,Belgium,Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good,0
579,Belgium,Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good,0
580,Netherlands,Loon Op Zand,32,Good,0,Good,27,Good,3,Good,32,Good,0
581,Congo,Loubomo,100,Unhealthy for Sensitive Groups,1,Good,16,Good,0,Good,100,Unhealthy for Sensitive Groups,0
582,Senegal,Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy,2
583,Poland,Lubin,35,Good,1,Good,20,Good,3,Good,35,Good,0
584,Poland,Lublin,32,Good,1,Good,32,Good,1,Good,28,Good,0
585,Indonesia,Lubuk Pakam,98,Moderate,2,Good,47,Good,0,Good,98,Moderate,0
586,Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good,0
587,India,Lunavada,164,Unhealthy,1,Good,35,Good,0,Good,164,Unhealthy,2
588,Ukraine,Lvov,61,Moderate,1,Good,29,Good,1,Good,61,Moderate,0
589,Brazil,Macapa,16,Good,1,Good,12,Good,0,Good,16,Good,0
590,Pakistan,Madeji,167,Unhealthy,1,Good,49,Good,1,Good,167,Unhealthy,2
591,Lesotho,Mafeteng,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups,2
592,United States of America,Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,0
